date,indicator,indicator_name,category,frequency,ticker,open,high,low,close,adj_close,volume,unit,source,source_url,downloaded_at
2010-01-21,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,87.5,87.5,87.5,87.5,87.5,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-22,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,88.30000305175781,88.30000305175781,88.30000305175781,88.30000305175781,88.30000305175781,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-25,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,88.0999984741211,88.0999984741211,88.0999984741211,88.0999984741211,88.0999984741211,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-26,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,88.80000305175781,88.80000305175781,88.80000305175781,88.80000305175781,88.80000305175781,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-27,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,86.30000305175781,86.30000305175781,86.30000305175781,86.30000305175781,86.30000305175781,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-28,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,87.9000015258789,87.9000015258789,87.9000015258789,87.9000015258789,87.9000015258789,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-01-29,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,86.30000305175781,86.30000305175781,86.30000305175781,86.30000305175781,86.30000305175781,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-01,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,85.30000305175781,85.30000305175781,85.30000305175781,85.30000305175781,85.30000305175781,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-02,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,83.69999694824219,83.69999694824219,83.69999694824219,83.69999694824219,83.69999694824219,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-03,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,90.0,90.0,90.0,90.0,90.0,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-04,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-05,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,89.0999984741211,89.0999984741211,89.0999984741211,89.0999984741211,89.0999984741211,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-08,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,88.0,88.0,88.0,88.0,88.0,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-09,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,88.0999984741211,88.0999984741211,88.0999984741211,88.0999984741211,88.0999984741211,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2010-02-10,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,90.19999694824219,90.19999694824219,90.19999694824219,90.19999694824219,90.19999694824219,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
