ticker,period,buyback_count,dividend_count,insider_count,total_count,buyback_event_flag,buyback_count_3m,buyback_count_zscore_own_6m,dividend_event_flag,dividend_count_3m,dividend_count_zscore_own_6m,insider_event_flag,insider_count_3m,insider_count_zscore_own_6m,event_activity_score,event_activity_bucket
000240,2026-01-01,0,0,2,2,False,0,,False,0,-0.408248290463863,True,5,0.47673129462279623,0.2063942745518997,normal
000240,2026-02-01,0,4,1,5,False,0,,True,4,2.041241452319315,True,4,-0.8164965809277263,0.43195861825602283,normal
000240,2026-03-01,0,0,3,3,False,0,,False,4,-0.408248290463863,True,6,1.6329931618554523,0.302749430154621,normal
000240,2026-04-01,0,0,0,0,False,0,,False,4,-0.408248290463863,False,4,-1.4301938838683887,0.04748384301096761,quiet
000240,2026-05-01,0,0,0,0,False,0,,False,0,-0.408248290463863,False,3,-0.997965409896352,0.08350288250863734,quiet
000240,2026-06-01,0,0,0,0,False,0,,False,0,-0.408248290463863,False,0,-0.790569415042095,0.10078588207982542,quiet
000250,2025-06-01,0,0,2,2,False,0,,False,0,,True,2,,0.0,quiet
000250,2025-07-01,0,0,3,3,False,0,,False,0,,True,5,,0.0,quiet
000250,2025-08-01,0,0,0,0,False,0,,False,0,,False,5,,0.0,quiet
000250,2025-09-01,2,0,0,2,True,2,1.5,False,0,,False,3,-0.8333333333333335,0.4305555555555555,normal
000250,2025-10-01,0,0,1,1,False,2,-0.447213595499958,False,0,,True,1,-0.15339299776947404,0.15388391685254382,normal
000250,2025-11-01,0,0,0,0,False,2,-0.408248290463863,False,0,,False,1,-0.7905694150420948,0.10078588207982543,quiet
000250,2025-12-01,0,1,0,1,False,0,-0.408248290463863,True,1,2.041241452319315,False,1,-0.5504818825631803,0.4541265097864016,normal
000250,2026-01-01,0,0,0,0,False,0,-0.408248290463863,False,1,-0.408248290463863,False,0,-0.4082482904638631,0.13264597579467807,quiet
000250,2026-02-01,0,1,0,1,False,0,-0.408248290463863,True,2,1.2909944487358056,False,0,-0.4082482904638631,0.4659793091280114,normal
000250,2026-03-01,0,0,1,1,False,0,,False,1,-0.6454972243679027,True,1,1.2909944487358058,0.27424953739465047,normal
000250,2026-04-01,0,0,1,1,False,0,,False,1,-0.6454972243679027,True,2,1.2909944487358058,0.27424953739465047,normal
000250,2026-05-01,0,0,0,0,False,0,,False,0,-0.6454972243679027,False,2,-0.6454972243679028,0.11287523130267478,quiet
000250,2026-06-01,0,0,0,0,False,0,,False,0,-0.408248290463863,False,1,-0.6454972243679028,0.11287523130267478,quiet
000270,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
000270,2025-07-01,1,0,0,1,True,1,,False,0,,False,0,,0.5,elevated_activity
000270,2025-08-01,0,0,2,2,False,1,,False,0,,True,2,,0.0,quiet
