ticker,period,balance,balance_ratio,listed_shares
000210,2026-02-01,78364,0.37,20955884
000210,2026-03-01,92940,0.44,20955884
000210,2026-04-01,37570,0.18,20955884
000210,2026-05-01,17836,0.09,20955884
000210,2026-06-01,16290,0.08,20955884
000240,2025-04-01,34926,0.04,94935240
000240,2025-05-01,85875,0.09,94935240
000240,2025-06-01,46704,0.05,94935240
000240,2025-07-01,256801,0.27,94935240
000240,2025-08-01,332972,0.35,94935240
000240,2025-09-01,431199,0.45,94935240
000240,2025-10-01,359741,0.38,94935240
000240,2025-11-01,260575,0.27,94935240
000240,2025-12-01,10161,0.01,94935240
000240,2026-01-01,14298,0.02,94935240
000240,2026-02-01,22801,0.02,94935240
000240,2026-03-01,74534,0.08,94935240
000240,2026-04-01,45484,0.05,94935240
000240,2026-05-01,147067,0.15,94935240
000240,2026-06-01,108685,0.11,94935240
000250,2025-04-01,529888,2.26,23457472
000250,2025-05-01,526329,2.24,23457472
000250,2025-06-01,811949,3.46,23457472
000250,2025-07-01,447675,1.91,23457472
000250,2025-08-01,690977,2.95,23457472
000250,2025-09-01,566563,2.42,23457472
000250,2025-10-01,640929,2.73,23457472
000250,2025-11-01,546871,2.33,23457472
000250,2025-12-01,450770,1.92,23457472
000250,2026-01-01,239065,1.02,23457472
000250,2026-02-01,66749,0.28,23457472
000250,2026-03-01,50210,0.21,23457472
000250,2026-04-01,75487,0.32,23457472
000250,2026-05-01,35726,0.15,23457472
000250,2026-06-01,38372,0.16,23457472
000270,2025-04-01,307854,0.08,397672632
000270,2025-05-01,576337,0.14,397672632
000270,2025-06-01,652040,0.16,397672632
000270,2025-07-01,591153,0.15,397672632
000270,2025-08-01,536099,0.14,393789270
000270,2025-09-01,583676,0.15,393789270
000270,2025-10-01,309893,0.08,393789270
000270,2025-11-01,350258,0.09,390412998
000270,2025-12-01,288425,0.07,390412998
000270,2026-01-01,219560,0.06,390412998
000270,2026-02-01,177690,0.05,390412998
000270,2026-03-01,141263,0.04,390412998
000270,2026-04-01,151248,0.04,390412998
000270,2026-05-01,43421,0.01,390412998
000270,2026-06-01,0,0.0,390412998
000500,2025-04-01,34691,0.21,16543115
000500,2025-05-01,25774,0.16,16543115
000500,2025-06-01,24955,0.15,16543115
000500,2025-07-01,13870,0.08,16543115
000500,2025-08-01,21010,0.13,16543115
000500,2025-09-01,40815,0.25,16543115
000500,2025-10-01,23610,0.14,16543115
000500,2025-11-01,16922,0.1,16543115
000500,2025-12-01,61074,0.37,16543115
000500,2026-01-01,60166,0.36,16543115
000500,2026-02-01,37475,0.23,16543115
000500,2026-03-01,120536,0.73,16543115
000500,2026-04-01,92662,0.56,16543115
000500,2026-05-01,85059,0.51,16543115
000500,2026-06-01,99384,0.6,16543115
000660,2025-04-01,893349,0.12,728002365
000660,2025-05-01,655263,0.09,728002365
000660,2025-06-01,843283,0.12,728002365
000660,2025-07-01,1025729,0.14,728002365
000660,2025-08-01,1505939,0.21,728002365
000660,2025-09-01,1354948,0.19,728002365
000660,2025-10-01,1820008,0.25,728002365
000660,2025-11-01,224715,0.03,728002365
000660,2025-12-01,204949,0.03,728002365
000660,2026-01-01,95764,0.01,728002365
000660,2026-02-01,68982,0.01,712702365
000660,2026-03-01,67156,0.01,712702365
000660,2026-04-01,62607,0.01,712702365
000660,2026-05-01,1000,0.0,712702365
000660,2026-06-01,1000,0.0,712702365
000670,2025-04-01,0,0.0,19108450
000670,2025-05-01,0,0.0,19108450
000670,2025-06-01,14293,0.07,19108450
000670,2025-07-01,16298,0.09,19108450
000670,2025-08-01,16097,0.08,19108450
000670,2025-09-01,15110,0.08,19108450
000670,2025-10-01,14421,0.08,19108450
000670,2025-11-01,18375,0.1,19108450
000670,2025-12-01,20814,0.11,19108450
000670,2026-01-01,19279,0.11,18077950
000670,2026-02-01,11309,0.06,18077950
000670,2026-03-01,9280,0.05,18077950
000670,2026-04-01,9329,0.05,18410683
000670,2026-05-01,9329,0.05,18410683
000670,2026-06-01,9273,0.05,18410683
000720,2025-04-01,283554,0.25,111355765
000720,2025-05-01,342010,0.31,111355765
000720,2025-06-01,63475,0.06,111355765
000720,2025-07-01,88470,0.08,111355765
000720,2025-08-01,217234,0.2,111355765
000720,2025-09-01,322254,0.29,111355765
000720,2025-10-01,160318,0.14,111355765
000720,2025-11-01,235124,0.21,111355765
000720,2025-12-01,132676,0.12,111355765
000720,2026-01-01,0,0.0,111355765
000720,2026-02-01,2157982,1.94,111355765
000720,2026-03-01,1396034,1.25,111355765
000720,2026-04-01,2194055,1.97,111355765
000720,2026-05-01,1136867,1.02,111355765
000720,2026-06-01,789470,0.71,111355765
000810,2025-04-01,46793,0.1,47374837
000810,2025-05-01,261408,0.57,46011155
000810,2025-06-01,250882,0.55,46011155
000810,2025-07-01,227872,0.5,46011155
000810,2025-08-01,153013,0.33,46011155
000810,2025-09-01,137231,0.3,46011155
000810,2025-10-01,106467,0.23,46011155
000810,2025-11-01,247639,0.54,46011155
000810,2025-12-01,412517,0.9,46011155
000810,2026-01-01,279876,0.61,46011155
000810,2026-02-01,334155,0.73,46011155
000810,2026-03-01,76375,0.17,46011155
000810,2026-04-01,27770,0.06,44647473
000810,2026-05-01,35540,0.08,44647473
000810,2026-06-01,213671,0.48,44647473
000880,2025-04-01,372169,0.5,74958735
000880,2025-05-01,82079,0.11,74958735
000880,2025-06-01,190461,0.25,74958735
000880,2025-07-01,269172,0.36,74958735
000880,2025-08-01,269509,0.36,74958735
000880,2025-09-01,268618,0.36,74958735
000880,2025-10-01,234841,0.31,74958735
000880,2025-11-01,285664,0.38,74958735
000880,2025-12-01,341116,0.46,74958735
000880,2026-01-01,372422,0.5,74958735
000880,2026-02-01,344100,0.46,74958735
000880,2026-03-01,409859,0.55,74958735
000880,2026-04-01,332241,0.47,70507919
000880,2026-05-01,278053,0.39,70507919
000880,2026-06-01,309561,0.44,70507919
000990,2025-04-01,432546,0.97,44398588
000990,2025-05-01,449957,1.01,44398588
000990,2025-06-01,195609,0.44,44398588
000990,2025-07-01,89701,0.2,44398588
000990,2025-08-01,102944,0.23,44398588
000990,2025-09-01,114986,0.26,44398588
000990,2025-10-01,187874,0.43,43504588
000990,2025-11-01,373889,0.86,43504588
000990,2025-12-01,818415,1.88,43504588
000990,2026-01-01,472933,1.09,43504588
000990,2026-02-01,490237,1.13,43504588
000990,2026-03-01,758776,1.74,43504588
000990,2026-04-01,1351180,3.11,43504588
000990,2026-05-01,1090492,2.51,43504588
000990,2026-06-01,815754,1.88,43504588
0009K0,2025-12-01,57030,0.09,64156161
0009K0,2026-01-01,105548,0.16,64671161
0009K0,2026-02-01,0,0.0,64671161
0009K0,2026-03-01,129594,0.2,64671161
0009K0,2026-04-01,155767,0.24,64671161
0009K0,2026-05-01,79809,0.12,64671161
0009K0,2026-06-01,16675,0.03,64671161
001040,2025-04-01,336578,1.15,29176998
001040,2025-05-01,372418,1.28,29176998
001040,2025-06-01,319302,1.09,29176998
001040,2025-07-01,301965,1.03,29176998
001040,2025-08-01,284678,0.98,29176998
001040,2025-09-01,232069,0.8,29176998
001040,2025-10-01,199032,0.68,29176998
001040,2025-11-01,166518,0.57,29176998
001040,2025-12-01,183090,0.63,29176998
001040,2026-01-01,224870,0.77,29176998
001040,2026-02-01,265105,0.91,29176998
001040,2026-03-01,384697,1.32,29176998
001040,2026-04-01,341149,1.17,29176998
001040,2026-05-01,336068,1.15,29176998
001040,2026-06-01,391737,1.34,29176998
001430,2025-04-01,79065,0.22,35862119
001430,2025-05-01,156239,0.44,35862119
001430,2025-06-01,349950,0.98,35862119
001430,2025-07-01,47743,0.13,35862119
001430,2025-08-01,0,0.0,35862119
001430,2025-09-01,9261,0.03,35862119
001430,2025-10-01,41309,0.12,35862119
001430,2025-11-01,36568,0.1,35862119
001430,2025-12-01,266721,0.74,35862119
001430,2026-01-01,409757,1.14,35862119
001430,2026-02-01,316902,0.88,35862119
001430,2026-03-01,551307,1.54,35862119
001430,2026-04-01,535660,1.49,35862119
001430,2026-05-01,433514,1.21,35862119
001430,2026-06-01,256142,0.71,35862119
001440,2025-04-01,2126971,1.14,186447300
001440,2025-05-01,2349836,1.26,186447300
001440,2025-06-01,3948597,2.12,186447300
001440,2025-07-01,4232138,2.27,186447300
001440,2025-08-01,3941382,2.11,186447300
001440,2025-09-01,3897689,2.09,186447300
001440,2025-10-01,961151,0.52,186447300
001440,2025-11-01,1442553,0.77,186447300
001440,2025-12-01,2192739,1.18,186447300
001440,2026-01-01,3377656,1.81,186447300
001440,2026-02-01,899014,0.48,186447300
001440,2026-03-01,978900,0.53,186447300
001440,2026-04-01,28302,0.02,186447300
001440,2026-05-01,444839,0.23,195992596
001440,2026-06-01,49022,0.03,195992596
001450,2025-04-01,0,0.0,89400000
001450,2025-05-01,0,0.0,89400000
001450,2025-06-01,0,0.0,89400000
001450,2025-07-01,0,0.0,89400000
001450,2025-08-01,34600,0.04,89400000
001450,2025-09-01,0,0.0,89400000
001450,2025-10-01,11374,0.01,89400000
001450,2025-11-01,16195,0.02,89400000
001450,2025-12-01,225587,0.25,89400000
001450,2026-01-01,177944,0.2,89400000
001450,2026-02-01,38336,0.04,89400000
001450,2026-03-01,35996,0.04,89400000
001450,2026-04-01,36266,0.04,85248250
001450,2026-05-01,81966,0.1,85248250
001450,2026-06-01,81246,0.1,85248250
001680,2025-04-01,12642,0.04,34648025
001680,2025-05-01,37734,0.11,34648025
001680,2025-06-01,6777,0.02,34648025
001680,2025-07-01,8519,0.02,34648025
001680,2025-08-01,4466,0.01,34648025
001680,2025-09-01,40428,0.12,34648025
001680,2025-10-01,124781,0.36,34648025
001680,2025-11-01,128037,0.37,34648025
001680,2025-12-01,161154,0.47,34648025
001680,2026-01-01,116465,0.34,34648025
001680,2026-02-01,101975,0.29,34648025
001680,2026-03-01,274901,0.79,34648025
001680,2026-04-01,324100,0.94,34648025
001680,2026-05-01,315398,0.91,34648025
001680,2026-06-01,323113,0.93,34648025
001720,2025-04-01,0,0.0,16440000
001720,2025-05-01,0,0.0,16440000
001720,2025-06-01,36896,0.22,16440000
001720,2025-07-01,115511,0.7,16440000
001720,2025-08-01,129538,0.79,16440000
001720,2025-09-01,126607,0.77,16440000
001720,2025-10-01,96824,0.59,16440000
001720,2025-11-01,155041,0.94,16440000
001720,2025-12-01,130631,0.79,16440000
001720,2026-01-01,27039,0.16,16440000
001720,2026-02-01,84489,0.51,16440000
001720,2026-03-01,90785,0.55,16440000
001720,2026-04-01,73863,0.45,16440000
001720,2026-05-01,98993,0.6,16440000
001720,2026-06-01,106107,0.65,16440000
001740,2025-04-01,193695,0.09,221277902
001740,2025-05-01,146112,0.07,221277902
001740,2025-06-01,120203,0.05,221277902
001740,2025-07-01,225402,0.1,221277902
001740,2025-08-01,230676,0.1,221277902
001740,2025-09-01,235053,0.11,221277902
001740,2025-10-01,283362,0.13,221277902
001740,2025-11-01,312620,0.14,221277902
001740,2025-12-01,327227,0.15,221277902
001740,2026-01-01,340511,0.15,221277902
001740,2026-02-01,418281,0.19,221277902
001740,2026-03-01,323042,0.15,221277902
001740,2026-04-01,189304,0.09,221277902
001740,2026-05-01,3661432,1.83,200593889
001740,2026-06-01,3874399,1.93,200593889
001800,2025-04-01,30707,0.05,62645422
001800,2025-05-01,10050,0.02,62645422
001800,2025-06-01,216590,0.35,62645422
001800,2025-07-01,287696,0.46,62645422
001800,2025-08-01,143118,0.23,62645422
001800,2025-09-01,111197,0.18,62645422
001800,2025-10-01,123576,0.2,62645422
001800,2025-11-01,136296,0.22,62645422
001800,2025-12-01,303513,0.48,62645422
001800,2026-01-01,199629,0.32,62645422
001800,2026-02-01,106126,0.17,62645422
001800,2026-03-01,39313,0.06,62645422
001800,2026-04-01,22853,0.04,62645422
001800,2026-05-01,66411,0.11,62645422
001800,2026-06-01,57862,0.09,62645422
002030,2025-04-01,0,0.0,2084140
002030,2025-05-01,0,0.0,2084140
002030,2025-06-01,327,0.02,2084140
002030,2025-07-01,327,0.02,2084140
002030,2025-08-01,330,0.02,2084140
002030,2025-09-01,0,0.0,2084140
002030,2025-10-01,0,0.0,2084140
002030,2025-11-01,0,0.0,2084140
002030,2025-12-01,576,0.03,2072646
002030,2026-01-01,1795,0.09,2072646
002030,2026-02-01,1824,0.09,2072646
002030,2026-03-01,4100,0.2,2072646
002030,2026-04-01,4601,0.22,2058852
002030,2026-05-01,5691,0.28,2058852
002030,2026-06-01,5198,0.25,2058852
002380,2025-04-01,4274,0.05,8886471
002380,2025-05-01,54563,0.61,8886471
002380,2025-06-01,20284,0.23,8886471
002380,2025-07-01,27954,0.31,8886471
002380,2025-08-01,22687,0.26,8886471
002380,2025-09-01,42969,0.48,8886471
002380,2025-10-01,5969,0.07,8886471
002380,2025-11-01,965,0.01,8886471
002380,2025-12-01,952,0.01,8886471
002380,2026-01-01,0,0.0,8886471
002380,2026-02-01,3933,0.04,8886471
002380,2026-03-01,0,0.0,8886471
002380,2026-04-01,6449,0.07,8886471
002380,2026-05-01,7122,0.08,8592896
002380,2026-06-01,8917,0.1,8592896
002790,2025-04-01,211678,0.27,79458180
002790,2025-05-01,156921,0.2,79458180
002790,2025-06-01,350939,0.44,79458180
002790,2025-07-01,255198,0.32,79458180
002790,2025-08-01,196073,0.25,79458180
002790,2025-09-01,186923,0.24,79458180
002790,2025-10-01,183925,0.23,79458180
002790,2025-11-01,222188,0.28,79458180
002790,2025-12-01,191430,0.24,79458180
002790,2026-01-01,210412,0.26,79458180
002790,2026-02-01,191823,0.24,79458180
002790,2026-03-01,190468,0.25,76458180
002790,2026-04-01,236775,0.31,76458180
002790,2026-05-01,205415,0.27,76458180
002790,2026-06-01,201248,0.26,76458180
002840,2025-04-01,2010,0.04,4750000
002840,2025-05-01,3573,0.08,4750000
002840,2025-06-01,13502,0.28,4750000
002840,2025-07-01,13733,0.29,4750000
002840,2025-08-01,1754,0.04,4750000
002840,2025-09-01,3167,0.07,4750000
002840,2025-10-01,2156,0.05,4750000
002840,2025-11-01,2470,0.05,4750000
002840,2025-12-01,4150,0.09,4750000
002840,2026-01-01,4973,0.1,4750000
002840,2026-02-01,2902,0.06,4750000
002840,2026-03-01,6649,0.14,4750000
002840,2026-04-01,2798,0.06,4750000
002840,2026-05-01,7601,0.16,4750000
002840,2026-06-01,7699,0.16,4750000
003030,2025-04-01,9886,0.24,4141657
003030,2025-05-01,8039,0.19,4141657
003030,2025-06-01,4593,0.11,4141657
003030,2025-07-01,7314,0.18,4141657
003030,2025-08-01,10711,0.26,4141657
003030,2025-09-01,18871,0.46,4141657
003030,2025-10-01,16924,0.41,4141657
003030,2025-11-01,4184,0.1,4141657
003030,2025-12-01,4196,0.1,4141657
003030,2026-01-01,4295,0.1,4141657
003030,2026-02-01,4265,0.1,4141657
003030,2026-03-01,4273,0.1,4141657
003030,2026-04-01,12222,0.3,4141657
003030,2026-05-01,1964,0.05,4141657
003030,2026-06-01,2778,0.07,4141657
003090,2025-04-01,63675,0.11,58141980
003090,2025-05-01,71331,0.12,58141980
003090,2025-06-01,41640,0.07,58141980
003090,2025-07-01,25981,0.04,58141980
003090,2025-08-01,98832,0.17,58141980
003090,2025-09-01,142541,0.25,58141980
003090,2025-10-01,129313,0.22,58141980
003090,2025-11-01,117943,0.2,58141980
003090,2025-12-01,71360,0.12,58141980
003090,2026-01-01,54344,0.09,58141980
003090,2026-02-01,41045,0.07,58141980
003090,2026-03-01,49288,0.08,58141980
003090,2026-04-01,57237,0.1,58141980
003090,2026-05-01,206062,0.35,58141980
003090,2026-06-01,222014,0.38,58141980
003230,2025-04-01,0,0.0,7533015
003230,2025-05-01,0,0.0,7533015
003230,2025-06-01,2131,0.03,7533015
003230,2025-07-01,0,0.0,7533015
003230,2025-08-01,16193,0.21,7533015
003230,2025-09-01,18489,0.25,7533015
003230,2025-10-01,16990,0.23,7533015
003230,2025-11-01,62926,0.84,7533015
003230,2025-12-01,109056,1.45,7533015
003230,2026-01-01,210379,2.79,7533015
003230,2026-02-01,263554,3.5,7533015
003230,2026-03-01,294471,3.91,7533015
003230,2026-04-01,348251,4.62,7533015
003230,2026-05-01,348539,4.63,7533015
003230,2026-06-01,338911,4.5,7533015
003240,2025-04-01,1693,0.15,1113400
003240,2025-05-01,1771,0.16,1113400
003240,2025-06-01,164,0.01,1113400
003240,2025-07-01,167,0.01,1113400
003240,2025-08-01,568,0.05,1113400
003240,2025-09-01,1180,0.11,1113400
003240,2025-10-01,1537,0.14,1113400
003240,2025-11-01,140,0.01,1113400
003240,2025-12-01,0,0.0,1113400
003240,2026-01-01,273,0.02,1113400
003240,2026-02-01,4114,0.37,1113400
003240,2026-03-01,7228,0.65,1113400
003240,2026-04-01,7811,0.7,1113400
003240,2026-05-01,4100,0.37,1113400
003240,2026-06-01,3152,0.28,1113400
003380,2025-04-01,340471,0.3,112005621
003380,2025-05-01,199025,0.18,112005621
003380,2025-06-01,48098,0.04,112005621
003380,2025-07-01,0,0.0,112005621
003380,2025-08-01,0,0.0,112005621
003380,2025-09-01,402471,0.36,112005621
003380,2025-10-01,470945,0.42,112005621
003380,2025-11-01,536768,0.48,112005621
003380,2025-12-01,1725470,1.54,112005621
003380,2026-01-01,1504437,1.34,112005621
003380,2026-02-01,2603394,2.32,112005621
003380,2026-03-01,1442125,1.29,112005621
003380,2026-04-01,1472360,1.31,112005621
003380,2026-05-01,1213065,1.08,112005621
003380,2026-06-01,1168896,1.04,112005621
003490,2025-04-01,645265,0.18,368220661
003490,2025-05-01,393534,0.11,368220661
003490,2025-06-01,288486,0.08,368220661
003490,2025-07-01,306928,0.08,368220661
003490,2025-08-01,220618,0.06,368220661
003490,2025-09-01,663265,0.18,368220661
003490,2025-10-01,1086155,0.29,368220661
003490,2025-11-01,1324958,0.36,368220661
003490,2025-12-01,1502081,0.41,368220661
003490,2026-01-01,606618,0.16,368220661
003490,2026-02-01,231940,0.06,368220661
003490,2026-03-01,938126,0.25,368220661
003490,2026-04-01,1338736,0.36,368220661
003490,2026-05-01,902718,0.25,368220661
003490,2026-06-01,809618,0.22,368220661
003550,2025-04-01,69990,0.04,157300993
003550,2025-05-01,77667,0.05,157251165
003550,2025-06-01,96480,0.06,157251165
003550,2025-07-01,137066,0.09,157251165
003550,2025-08-01,131867,0.08,157251165
003550,2025-09-01,198592,0.13,154221585
003550,2025-10-01,159229,0.1,154221585
003550,2025-11-01,161993,0.11,154221585
003550,2025-12-01,141827,0.09,154221585
003550,2026-01-01,179860,0.12,154221585
003550,2026-02-01,439195,0.28,154221585
003550,2026-03-01,1358061,0.88,154221585
003550,2026-04-01,1503944,0.98,154221585
003550,2026-05-01,2230414,1.45,154221585
003550,2026-06-01,2568078,1.67,154221585
003670,2025-04-01,2359928,3.05,77463220
003670,2025-05-01,1705751,2.2,77463220
003670,2025-06-01,1899027,2.45,77463220
003670,2025-07-01,2211799,2.86,77463220
003670,2025-08-01,1920603,2.16,88946220
003670,2025-09-01,2367134,2.66,88946220
003670,2025-10-01,2133980,2.4,88946220
003670,2025-11-01,2465544,2.77,88946220
003670,2025-12-01,3010180,3.38,88946220
003670,2026-01-01,2750509,3.09,88946220
003670,2026-02-01,2824206,3.18,88946220
003670,2026-03-01,3272555,3.68,88946220
003670,2026-04-01,2951476,3.32,88946220
003670,2026-05-01,2722284,3.06,88946220
003670,2026-06-01,2763176,3.11,88946220
003690,2025-04-01,0,0.0,194821031
003690,2025-05-01,0,0.0,194821031
003690,2025-06-01,0,0.0,194821031
003690,2025-07-01,20600,0.01,194821031
003690,2025-08-01,72325,0.04,194821031
003690,2025-09-01,210284,0.11,194821031
003690,2025-10-01,210284,0.11,194821031
003690,2025-11-01,213584,0.11,194821031
003690,2025-12-01,23900,0.01,194821031
003690,2026-01-01,23900,0.01,194821031
003690,2026-02-01,23900,0.01,194821031
003690,2026-03-01,23900,0.01,194821031
003690,2026-04-01,45511,0.03,176721031
003690,2026-05-01,23900,0.01,176721031
003690,2026-06-01,63900,0.04,176721031
004000,2025-04-01,68036,0.26,25800000
004000,2025-05-01,85895,0.33,25800000
004000,2025-06-01,84780,0.33,25800000
004000,2025-07-01,96711,0.37,25800000
004000,2025-08-01,155682,0.6,25800000
004000,2025-09-01,167086,0.65,25800000
004000,2025-10-01,132549,0.51,25800000
004000,2025-11-01,72695,0.28,25800000
004000,2025-12-01,69717,0.27,25800000
004000,2026-01-01,33531,0.13,25800000
004000,2026-02-01,34158,0.13,25800000
004000,2026-03-01,43881,0.17,25800000
004000,2026-04-01,8664,0.03,25800000
004000,2026-05-01,11019,0.04,25800000
004000,2026-06-01,10843,0.04,25800000
004020,2025-04-01,104746,0.08,133445785
004020,2025-05-01,57622,0.04,133445785
004020,2025-06-01,42572,0.03,133445785
004020,2025-07-01,101822,0.08,133445785
004020,2025-08-01,102981,0.08,133445785
004020,2025-09-01,97516,0.07,133445785
004020,2025-10-01,79237,0.06,133445785
004020,2025-11-01,56823,0.04,133445785
004020,2025-12-01,69823,0.05,133445785
004020,2026-01-01,77988,0.06,133445785
004020,2026-02-01,24901,0.02,133445785
004020,2026-03-01,432591,0.32,133445785
004020,2026-04-01,235120,0.18,133445785
004020,2026-05-01,473791,0.36,133445785
004020,2026-06-01,487730,0.37,133445785
004170,2025-04-01,126369,1.31,9645181
004170,2025-05-01,165054,1.71,9645181
004170,2025-06-01,129102,1.34,9645181
004170,2025-07-01,111388,1.15,9645181
004170,2025-08-01,100738,1.04,9645181
004170,2025-09-01,26693,0.28,9645181
004170,2025-10-01,42366,0.44,9645181
004170,2025-11-01,25874,0.27,9645181
004170,2025-12-01,37056,0.38,9645181
004170,2026-01-01,47946,0.5,9645181
004170,2026-02-01,9600,0.1,9645181
004170,2026-03-01,996,0.01,9645181
004170,2026-04-01,0,0.0,9445181
004170,2026-05-01,1656,0.02,9445181
004170,2026-06-01,9455,0.1,9445181
004370,2025-04-01,55926,0.92,6082642
004370,2025-05-01,57018,0.94,6082642
004370,2025-06-01,122537,2.01,6082642
004370,2025-07-01,127353,2.09,6082642
004370,2025-08-01,112541,1.85,6082642
004370,2025-09-01,125087,2.06,6082642
004370,2025-10-01,54692,0.9,6082642
004370,2025-11-01,6417,0.11,6082642
004370,2025-12-01,10678,0.18,6082642
004370,2026-01-01,44674,0.73,6082642
004370,2026-02-01,50976,0.84,6082642
004370,2026-03-01,66958,1.1,6082642
004370,2026-04-01,74024,1.22,6082642
004370,2026-05-01,63905,1.05,6082642
004370,2026-06-01,65317,1.07,6082642
004490,2025-04-01,46903,0.34,14000000
004490,2025-05-01,16710,0.12,14000000
004490,2025-06-01,25077,0.18,14000000
004490,2025-07-01,25846,0.18,14000000
004490,2025-08-01,26722,0.19,14000000
004490,2025-09-01,50421,0.36,14000000
004490,2025-10-01,36094,0.26,14000000
004490,2025-11-01,7654,0.05,14000000
004490,2025-12-01,5520,0.04,14000000
004490,2026-01-01,7643,0.06,13860000
004490,2026-02-01,27812,0.2,13860000
004490,2026-03-01,37038,0.27,13860000
004490,2026-04-01,57689,0.42,13860000
004490,2026-05-01,118391,0.85,13860000
004490,2026-06-01,119567,0.86,13860000
004800,2025-04-01,25128,0.15,16740407
004800,2025-05-01,21362,0.13,16740407
004800,2025-06-01,13083,0.08,16740407
004800,2025-07-01,12162,0.07,16740407
004800,2025-08-01,100876,0.6,16740407
004800,2025-09-01,111407,0.67,16740407
004800,2025-10-01,109518,0.65,16740407
004800,2025-11-01,140818,0.84,16740407
004800,2025-12-01,71040,0.42,16740407
004800,2026-01-01,74562,0.45,16740407
004800,2026-02-01,57254,0.34,16740407
004800,2026-03-01,49940,0.3,16740407
004800,2026-04-01,41479,0.25,16740407
004800,2026-05-01,58281,0.35,16740407
004800,2026-06-01,58039,0.35,16740407
004990,2025-04-01,141692,0.14,104909237
004990,2025-05-01,293748,0.28,104909237
004990,2025-06-01,821391,0.78,104909237
004990,2025-07-01,1408394,1.34,104909237
004990,2025-08-01,1194743,1.14,104909237
004990,2025-09-01,868954,0.83,104909237
004990,2025-10-01,592749,0.57,104909237
004990,2025-11-01,578272,0.55,104909237
004990,2025-12-01,848363,0.81,104909237
004990,2026-01-01,540969,0.52,104909237
004990,2026-02-01,397937,0.38,104909237
004990,2026-03-01,602325,0.57,104909237
004990,2026-04-01,428994,0.43,99663776
004990,2026-05-01,530226,0.53,99663776
004990,2026-06-01,532558,0.53,99663776
005070,2025-04-01,198158,0.61,32510756
005070,2025-05-01,275796,0.85,32510756
005070,2025-06-01,344491,1.06,32510756
005070,2025-07-01,642200,1.98,32510756
005070,2025-08-01,847085,2.61,32510756
005070,2025-09-01,1353468,4.16,32510756
005070,2025-10-01,1282675,3.95,32510756
005070,2025-11-01,1293230,3.98,32510756
005070,2025-12-01,1333425,4.1,32510756
005070,2026-01-01,1410786,4.34,32510756
005070,2026-02-01,1146207,3.53,32510756
005070,2026-03-01,1135867,3.49,32510756
005070,2026-04-01,869749,2.62,33214571
005070,2026-05-01,1215632,3.66,33214571
005070,2026-06-01,1256352,3.78,33214571
005250,2025-04-01,182383,0.39,47028210
005250,2025-05-01,205066,0.44,47028210
005250,2025-06-01,128133,0.27,47028210
005250,2025-07-01,99301,0.21,47028210
005250,2025-08-01,98891,0.21,47028210
005250,2025-09-01,89210,0.19,47028210
005250,2025-10-01,76573,0.16,47028210
005250,2025-11-01,87963,0.19,47028210
005250,2025-12-01,146773,0.31,47028210
005250,2026-01-01,181115,0.39,47028210
005250,2026-02-01,161085,0.34,47028210
005250,2026-03-01,202287,0.43,47028210
005250,2026-04-01,260678,0.55,47028210
005250,2026-05-01,447263,0.95,47028210
005250,2026-06-01,636258,1.35,47028210
005290,2025-04-01,546621,1.06,51414494
005290,2025-05-01,674647,1.31,51414494
005290,2025-06-01,890467,1.73,51414494
005290,2025-07-01,1061402,2.06,51414494
005290,2025-08-01,1080270,2.1,51414494
005290,2025-09-01,45439,0.09,51414494
005290,2025-10-01,112556,0.22,51414494
005290,2025-11-01,161100,0.31,51414494
005290,2025-12-01,1049777,2.04,51414494
005290,2026-01-01,970685,1.89,51414494
005290,2026-02-01,1413940,2.75,51414494
005290,2026-03-01,2071261,4.03,51414494
005290,2026-04-01,94984,0.18,51414494
005290,2026-05-01,31265,0.06,50970126
005290,2026-06-01,0,0.0,50970126
005300,2025-04-01,27668,0.3,9278884
005300,2025-05-01,78353,0.84,9278884
005300,2025-06-01,119104,1.28,9278884
005300,2025-07-01,128830,1.39,9278884
005300,2025-08-01,95462,1.03,9278884
005300,2025-09-01,74982,0.81,9278884
005300,2025-10-01,42712,0.46,9278884
005300,2025-11-01,30488,0.33,9278884
005300,2025-12-01,43975,0.47,9278884
005300,2026-01-01,8240,0.09,9278884
005300,2026-02-01,24981,0.27,9278884
005300,2026-03-01,43689,0.47,9278884
005300,2026-04-01,29921,0.32,9278884
005300,2026-05-01,29167,0.31,9278884
005300,2026-06-01,34973,0.38,9278884
005380,2025-04-01,178586,0.09,209416191
005380,2025-05-01,322849,0.16,204757766
005380,2025-06-01,306392,0.15,204757766
005380,2025-07-01,432650,0.21,204757766
005380,2025-08-01,622605,0.3,204757766
005380,2025-09-01,366405,0.18,204757766
005380,2025-10-01,316777,0.15,204757766
005380,2025-11-01,476412,0.23,204757766
005380,2025-12-01,153671,0.08,204757766
005380,2026-01-01,2662365,1.3,204757766
005380,2026-02-01,1944228,0.95,204757766
005380,2026-03-01,3441864,1.68,204757766
005380,2026-04-01,3697586,1.81,204757766
005380,2026-05-01,3892862,1.9,204757766
005380,2026-06-01,4379696,2.14,204757766
005385,2025-04-01,6190,0.03,23871988
005385,2025-05-01,10741,0.05,23340960
005385,2025-06-01,0,0.0,23340960
005385,2025-07-01,0,0.0,23340960
005385,2025-08-01,0,0.0,23340960
005385,2025-09-01,0,0.0,23340960
